Disponibilité intérieure,Aliments pour animaux,Semences,Pertes,Traitement,Nourriture,Autres utilisations (non alimentaire)
1506.0,301.0,32.0,90.0,,582.0,500.0
,,,,,,
1352.0,162.0,52.0,154.0,19.0,865.0,100.0
,,,,,,
,,,,,,
1.0,,,,,1.0,
24.0,,4.0,6.0,,14.0,
54.0,,,5.0,,49.0,
,,,,,,
26.0,,,,,26.0,
2.0,,,,2.0,,
,,,,,,
,,,,,,
250.0,,,13.0,,238.0,
1.0,,,,,1.0,
4.0,,,,,4.0,
,,,,,,
203.0,,,,195.0,8.0,
,,,,,,
101.0,7.0,,,,94.0,
18.0,,,,,18.0,
5.0,1.0,,,,4.0,
,,,,,,
2.0,,,,,2.0,
100.0,,,,,100.0,
16.0,,,,,16.0,
,,,,,,
1706.0,,46.0,99.0,,872.0,689.0
,,,,,,
2.0,,,,,2.0,
1070.0,160.0,36.0,91.0,22.0,760.0,
157.0,,,,,157.0,
4.0,4.0,,,,,
357.0,,,,340.0,,17.0
17.0,,,,,17.0,
8.0,,,,,8.0,
70.0,,,5.0,,65.0,
131.0,,,,,131.0,
152.0,,,,,152.0,
3.0,,,,,3.0,
47.0,,,,,47.0,
45.0,,,,,45.0,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
3.0,,,,,3.0,
,,,,,,
,,,,,,
17.0,,,,,16.0,2.0
86.0,,,3.0,,60.0,23.0
2.0,,,,,2.0,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,1.0,,,,,
,,,,,,
5.0,,,,,5.0,
2.0,,,,,1.0,
8.0,,,,,7.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,3.0,
1.0,,,,,1.0,
2.0,,,,,1.0,1.0
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,,1.0
,,,,,,
4.0,,,,,1.0,3.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
106.0,6.0,,5.0,,82.0,14.0
74.0,,,5.0,,64.0,5.0
1.0,1.0,,,,1.0,
,,,,,,
62.0,50.0,,1.0,,2.0,9.0
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,2.0,
2.0,,,,,2.0,
6.0,,,,,5.0,1.0
8.0,,,1.0,,6.0,1.0
1.0,,,,,1.0,
10.0,,,,,9.0,1.0
19.0,16.0,,,2.0,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
2.0,1.0,,,,1.0,
21.0,14.0,,,,7.0,
,,,,,,
5.0,,,,,4.0,
25.0,,1.0,1.0,,21.0,2.0
,,,,,,
6.0,,,,3.0,2.0,1.0
2.0,,,,,2.0,
,,,,,,
,,,,,,
,,,,,,
34.0,,,,,21.0,13.0
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
20.0,,,1.0,,16.0,2.0
1.0,,,,,1.0,
9.0,,,,,8.0,1.0
16.0,,,,,15.0,2.0
13.0,,,,,11.0,2.0
2.0,,,,,2.0,
7.0,,,,,7.0,1.0
,,,,,,
67.0,,,,,67.0,
7.0,,,1.0,,7.0,
6.0,,,,,,6.0
8.0,,,,,8.0,
3.0,,,,,3.0,
,,,,,,
28.0,,1.0,1.0,25.0,,
47.0,36.0,3.0,3.0,,4.0,
334.0,,,17.0,,318.0,
67.0,,,,,67.0,
102.0,,,,,102.0,
9318.0,2000.0,299.0,738.0,,5932.0,350.0
9.0,,,,,6.0,3.0
,,,,,,
38.0,,,,,38.0,
2.0,,,,,2.0,
13.0,,,1.0,,11.0,
3.0,,,,,3.0,
18.0,,,,,18.0,
1.0,,,,,1.0,
2.0,1.0,,,,1.0,
132.0,30.0,,7.0,,95.0,
8.0,,,,,8.0,
17.0,,,,,17.0,
679.0,,,48.0,,631.0,
,,,,,,
2.0,,,,1.0,1.0,
,,,,,,
39.0,,,3.0,36.0,,
12.0,,,,,15.0,4.0
3.0,,,,,3.0,
33.0,,,,,18.0,17.0
,,,,,,
11.0,,,,,11.0,
134.0,,,,,119.0,15.0
,,,,,,
8.0,,,,,8.0,
1.0,,,,,1.0,
22.0,,,,,,27.0
,,,,,,
380.0,,,,,200.0,180.0
,,,,,,
40.0,,,,,39.0,1.0
,,,,,,
5.0,5.0,,,,,
2498.0,575.0,,118.0,,1805.0,
3012.0,1.0,,309.0,,2703.0,
293.0,78.0,16.0,15.0,,159.0,25.0
,,,,,,
1866.0,450.0,5.0,145.0,,1192.0,74.0
7.0,,,,,7.0,
10.0,2.0,,1.0,,6.0,1.0
,,,,,,
1.0,,,,,1.0,
109.0,,,,,106.0,3.0
277.0,,40.0,17.0,,220.0,
926.0,,,46.0,,879.0,
1095.0,,,160.0,815.0,22.0,98.0
916.0,,,71.0,,845.0,
2909.0,1000.0,127.0,232.0,19.0,1330.0,200.0
,,,,,,
-1.0,,,,,,
26.0,,,,,26.0,
60.0,,,,,60.0,
25.0,,,1.0,,24.0,
1.0,,,,,,1.0
9.0,,,,9.0,,
43.0,,1.0,1.0,,41.0,
20.0,,,,,20.0,
47.0,,,,,47.0,
455.0,2.0,4.0,,,449.0,
,,,,,,
563.0,,,30.0,,533.0,
1958.0,50.0,108.0,198.0,,1603.0,
,,,,,,
434.0,,,4.0,58.0,372.0,
40.0,,1.0,2.0,,36.0,1.0
3.0,,,,,2.0,
64.0,,,2.0,62.0,,
20.0,4.0,,1.0,,,12.0
1329.0,,,,1.0,1296.0,32.0
2142.0,,,,2142.0,,
620.0,,,,620.0,,
2.0,,,,,2.0,
59.0,,,,,59.0,
882.0,,,103.0,,778.0,
144.0,,,,,144.0,
265.0,,,,,265.0,
,,,,,,
686.0,,,,,686.0,
61.0,,,,,61.0,
43.0,,,2.0,5.0,32.0,5.0
38.0,,,,,38.0,
2.0,,,,,2.0,
2.0,,,,,2.0,
1.0,,,,,,1.0
1.0,,,,,1.0,
15.0,,,2.0,,14.0,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,,
10.0,,,1.0,,8.0,1.0
1.0,,,,,1.0,
37.0,,,,,37.0,
143.0,,,1.0,,142.0,
2.0,,,,,2.0,
,,,,,,
1.0,,,,,1.0,
2.0,,,,,2.0,
1.0,,,,,1.0,
4.0,,,,,4.0,
3.0,,,,,3.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
23.0,,,1.0,,22.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
4.0,,,,,2.0,3.0
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
7.0,,,,,1.0,7.0
,,,,,,
20.0,,,,,15.0,5.0
,,,,,,
7.0,,,,,5.0,2.0
,,,,,,
,,,,,,
147.0,,,,,146.0,1.0
62.0,,,5.0,,56.0,
8.0,,,,,8.0,
2.0,,,,,,1.0
100.0,95.0,,,,4.0,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
11.0,,3.0,,,8.0,
16.0,,,2.0,,15.0,
,,,,,,
10.0,,,,,10.0,
9.0,,,,7.0,2.0,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,4.0,
1.0,,,,,1.0,
4.0,,,,,4.0,
22.0,7.0,,,,15.0,
,,,,,,
21.0,,,,,21.0,
30.0,,2.0,1.0,,24.0,3.0
1.0,,,,,,
3.0,,,,,3.0,
59.0,,,1.0,,57.0,2.0
,,,,,,
,,,,,,
43.0,,,,,43.0,
3816.0,,,,3816.0,,
,,,,,,
2.0,,,,,2.0,
20.0,,,1.0,,18.0,
5.0,,,,,5.0,
7.0,,,,,7.0,
5.0,,,,,5.0,
49.0,,,,,48.0,1.0
1.0,,,,,1.0,
2.0,,,,,2.0,
3.0,,,,,3.0,
15.0,,,,,15.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,,
,,,,,,
4.0,,,,,4.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
412.0,,,19.0,,392.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,5.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
2.0,1.0,,,,2.0,
22.0,,,2.0,,20.0,
4.0,,,,,4.0,1.0
,,,,,,
10.0,,,,,9.0,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,2.0,
12.0,,,,,12.0,
4.0,,,,,2.0,2.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
23.0,,,,,21.0,2.0
1.0,,,,,1.0,
24.0,,,,,24.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,3.0,
649.0,,,24.0,,626.0,
83.0,,,6.0,,77.0,
38.0,,4.0,3.0,,31.0,
,,,,,,
14.0,1.0,1.0,1.0,,12.0,
,,,,,,
3.0,,,,,2.0,
,,,,,,
1.0,,,,,,1.0
,,,,,,
10.0,,1.0,1.0,,8.0,
43.0,,,,,43.0,
,,,,,,
1.0,,,,,1.0,
2.0,,,,,2.0,
,,,,,,
2.0,,,,,2.0,
2.0,,,,,2.0,
,,,,,,
3.0,,,,,3.0,
11.0,,,,,11.0,
15.0,,,,,15.0,
4.0,,,,,4.0,
91.0,77.0,,,,14.0,
,,,,,,
4.0,,,,,4.0,
30.0,,,3.0,,27.0,
,,,,,,
,,,,,,
200.0,,3.0,8.0,,188.0,
,,,,,,
,,,,,,
91.0,10.0,3.0,8.0,,70.0,
148.0,,,,,137.0,11.0
,,,,,,
14.0,,,,,14.0,
13.0,,,,,13.0,
46.0,,,,,46.0,
25.0,,,,,25.0,
,,,,,,
22.0,,,,,22.0,
25.0,,,,,25.0,
,,,,,,
,,,,,,
640.0,,,,,623.0,17.0
18.0,,,,,18.0,
257.0,,,,,,257.0
-45.0,,,,,,
739.0,,,77.0,,662.0,
19.0,,,,,19.0,
170.0,,2.0,8.0,6.0,154.0,
282.0,198.0,2.0,2.0,,80.0,
1783.0,,,277.0,,1506.0,
2.0,,,,,2.0,
57.0,,,,,57.0,
6338.0,,,,,6338.0,
6348.0,67.0,73.0,224.0,,4308.0,1675.0
77.0,,,,,77.0,
5.0,,,,,5.0,
100.0,,,7.0,,93.0,
39.0,,,,,39.0,
1521.0,,,214.0,,1307.0,
1036.0,,,,1013.0,23.0,
201.0,,,,,201.0,
6.0,,,,,6.0,
248.0,53.0,,1.0,,195.0,
5.0,,,1.0,,5.0,
1682.0,,,,,1274.0,407.0
30.0,,,4.0,,26.0,
4414.0,,,570.0,,3850.0,
,,,,,,
1504.0,,,14.0,1480.0,10.0,
397.0,,5.0,,297.0,,95.0
19.0,,,,14.0,5.0,
800.0,,,,,303.0,497.0
1396.0,,56.0,71.0,,1269.0,
143.0,,,,28.0,21.0,93.0
68.0,,,,,52.0,16.0
3.0,,,,,3.0,
16.0,,,,,16.0,
141.0,,,,,82.0,59.0
625.0,,,,,194.0,431.0
31.0,,,,,31.0,
603.0,,,,,419.0,184.0
79.0,,,,,,79.0
559.0,,,,,551.0,8.0
8.0,,,,,8.0,
4.0,,,,,4.0,
,,,,,,
1.0,,,,,,1.0
14760.0,10.0,,558.0,,13685.0,508.0
4697.0,,,541.0,,4159.0,
294.0,44.0,5.0,15.0,,230.0,
24.0,,,2.0,,16.0,5.0
31707.0,12615.0,370.0,2858.0,1602.0,14232.0,30.0
23.0,,,,,23.0,
4.0,4.0,,,,,
,,,,,,
114.0,,,,,114.0,
153.0,,,,,153.0,
2616.0,,114.0,259.0,,2243.0,
949.0,,,66.0,,882.0,
35.0,,,,1.0,33.0,
4593.0,,,493.0,,4099.0,
944.0,250.0,16.0,20.0,657.0,1.0,
26.0,,,,23.0,,3.0
353.0,,,43.0,,310.0,
46.0,,2.0,3.0,,40.0,
112.0,1.0,,,,111.0,
59.0,,,,,59.0,
5.0,,,,,,5.0
112.0,11.0,4.0,6.0,60.0,,32.0
17.0,,,1.0,,16.0,
151.0,,,,,151.0,
220.0,,,,,217.0,3.0
669.0,223.0,,,,446.0,
,,,,,,
1188.0,,,113.0,,1075.0,
2219.0,,50.0,173.0,,1818.0,179.0
148.0,,,9.0,,140.0,
333.0,,,,26.0,308.0,
796.0,,1.0,31.0,73.0,690.0,1.0
1.0,,,,,,
3854.0,959.0,7.0,116.0,2440.0,2.0,330.0
7508.0,7329.0,29.0,150.0,,,
4646.0,,,,,4592.0,54.0
39.0,,,,,39.0,
1.0,1.0,,,,,
61181.0,,,1224.0,59086.0,56.0,815.0
50.0,,1.0,,27.0,22.0,
1.0,,,,,2.0,
1931.0,,,138.0,,1793.0,
109.0,,,,,109.0,
1876.0,,,,,1876.0,
1864.0,,,,,1864.0,
3685.0,,,,,3685.0,
79.0,,,,,80.0,
71.0,,,,60.0,11.0,
77.0,,,,,77.0,
65.0,,,,,29.0,35.0
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
14.0,13.0,,,,,
3.0,,,,,3.0,
1.0,,,,,1.0,
104.0,,,,,104.0,
465.0,48.0,24.0,17.0,22.0,354.0,
16.0,,,,,13.0,3.0
,,,,,,
4.0,,,,,4.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6.0,4.0,,,,2.0,
,,,,,,
6.0,,,,,6.0,
4.0,,,,,4.0,
19.0,,,,,19.0,
2.0,1.0,,,,,
,,,,,,
,,,,,,
15.0,,,,,10.0,5.0
,,,,,,
4.0,,,,,3.0,1.0
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
6.0,,,,,6.0,
,,,,,,
6.0,,,,,6.0,
,,,,,,
,,,,,,
519.0,111.0,,10.0,,397.0,
136.0,10.0,,6.0,,119.0,
2.0,,,,,1.0,
6.0,,,,,6.0,
,,,,,,
,,,,,,
3.0,3.0,,,,,
,,,,,,
,,,,,,
4.0,,,,,4.0,
7.0,,,,,6.0,
26.0,,,1.0,,25.0,
,,,,,,
40.0,,,,,40.0,
23.0,2.0,,,14.0,7.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
21.0,,,,,21.0,
192.0,19.0,23.0,11.0,1.0,138.0,
,,,,,,
2.0,,,,,2.0,
25.0,,,,,22.0,3.0
1.0,,,,,1.0,
,,,,,,
35.0,,,,,35.0,
3.0,,,,,3.0,
10.0,,,,,10.0,
157.0,,,,,130.0,27.0
57.0,,,,,57.0,
1.0,,,,,1.0,
9.0,,,,,9.0,
35.0,,,,1.0,34.0,
2.0,,,,,2.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,1.0,,,,,
8.0,,,,,8.0,
1.0,,,,,,
1.0,,,,,1.0,
7.0,,,,,7.0,
109.0,30.0,,3.0,,76.0,
2.0,,,,,2.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
1.0,,,,,1.0,
2.0,,,,,2.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
16.0,,,,,16.0,1.0
3.0,,,,,3.0,
37.0,,,1.0,,36.0,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,3.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
10.0,,,,,4.0,6.0
,,,,,,
,,,,,,
265.0,43.0,,4.0,,217.0,
124.0,,,11.0,,113.0,
,,,,,,
,,,,,,
23.0,13.0,,1.0,1.0,3.0,5.0
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
2.0,,,,,2.0,
7.0,,,,,7.0,
8.0,,,1.0,,7.0,
3.0,,,,1.0,2.0,
19.0,,,1.0,,18.0,
7.0,,,,3.0,,4.0
1.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
2.0,,,,,2.0,
1.0,,,,,1.0,
2.0,,,,,2.0,
,,,,,,
22.0,6.0,,1.0,2.0,13.0,
162.0,80.0,3.0,5.0,,74.0,
,,,,,,
30.0,,,2.0,22.0,7.0,
1.0,,,,,1.0,
1.0,,,,,,
,,,,,,
,,,,,,
19.0,,,,,13.0,5.0
,,,,,,
,,,,,,
,,,,,,
31.0,,,3.0,,29.0,
2.0,,,,,2.0,
8.0,,,,,8.0,
33.0,,,,,33.0,
10.0,,,,,10.0,
,,,,,,
13.0,,,,,13.0,
,,,,,,
17.0,,,,,17.0,
1.0,,,,,1.0,
49.0,,,,,,49.0
,,,,,,
53.0,,,5.0,,48.0,
,,,,,,
57.0,,17.0,2.0,19.0,19.0,
,,,,,,
367.0,,,23.0,,345.0,
,,,,,,
143.0,,,,,143.0,
387.0,,1.0,8.0,,378.0,
9.0,,,,,9.0,
15.0,,,,,15.0,
3.0,,,,,3.0,
1.0,,,,,1.0,
4.0,,,,,3.0,
260.0,,,,246.0,13.0,
7.0,,,,,7.0,
,,,,,,
7.0,,,,,7.0,
3.0,,,,,3.0,
1.0,,,,,1.0,
239.0,,,22.0,,217.0,
,,,,,,
,,,,,,
55.0,,3.0,,52.0,,
17.0,,,,17.0,,
10.0,,,,,9.0,
180.0,,39.0,6.0,,136.0,
41.0,,,,,13.0,28.0
8.0,,,,,8.0,
8.0,,,,,8.0,
1.0,,,,,1.0,
27.0,,,,,27.0,
,,,,,,
24.0,,,,,24.0,
85.0,,,,,58.0,27.0
,,,,,,
32.0,,,,,32.0,
38.0,,,,,38.0,
15.0,,,,,15.0,
,,,,,,
,,,,,,
128.0,,,4.0,,124.0,
206.0,,,20.0,,186.0,
267.0,,26.0,15.0,,226.0,
10000.0,1350.0,,700.0,,5850.0,2100.0
1894.0,358.0,34.0,93.0,,1410.0,
1.0,,,,,1.0,
48.0,,2.0,2.0,,44.0,
,,,,,,
,,,,,,
48.0,,,1.0,,48.0,
51.0,,2.0,5.0,,44.0,
90.0,,,9.0,,81.0,
,,,,,,
51.0,,,5.0,,46.0,
17.0,,,,16.0,1.0,
11.0,,,1.0,,10.0,
890.0,,,89.0,,801.0,
1.0,,,,,1.0,
,,,,,,
92.0,,2.0,,90.0,,
-8.0,,,,,,
72.0,,,,,72.0,
125.0,,,,,125.0,
5.0,3.0,,,,2.0,
,,,,,,
2.0,,,,,2.0,
233.0,,14.0,12.0,,208.0,
9.0,,,,,9.0,
1.0,,,,,1.0,
651.0,,16.0,24.0,7.0,605.0,
,,,,,,
1.0,,,,,1.0,
308.0,9.0,9.0,15.0,3.0,271.0,
287.0,,,,,287.0,
3800.0,,,76.0,3705.0,19.0,
91.0,,2.0,3.0,86.0,,
21.0,,,,,21.0,
236.0,,,23.0,,213.0,
23.0,,,,,23.0,
27.0,,,,,27.0,
133.0,,,,,133.0,
36.0,,,,,36.0,
1.0,,,,,1.0,
10.0,,,,,10.0,
,,,,,,
82.0,,,,,82.0,
1040.0,,,,,,1040.0
1.0,,,,,1.0,
,,,,,,
962.0,,105.0,29.0,534.0,124.0,169.0
,,,,,,
1000.0,,,150.0,,850.0,
31.0,,,,,31.0,
157.0,,,,,157.0,
393.0,37.0,6.0,19.0,,331.0,
26.0,,,,,26.0,
,,,,,,
58.0,,,,,58.0,
,,,,,,
425.0,,,13.0,,412.0,
7.0,,,,,7.0,
,,,,,,
15.0,,1.0,1.0,,13.0,
,,,,,,
481.0,,,,400.0,81.0,
1.0,,,,,1.0,
1304.0,,,65.0,,1239.0,
,,,,,,
91.0,,1.0,1.0,89.0,,
280.0,,10.0,8.0,262.0,,
362.0,,17.0,,327.0,18.0,
48.0,,,,,48.0,
2330.0,1900.0,110.0,185.0,,135.0,
16.0,,,,,2.0,14.0
42.0,,,,,42.0,
225.0,,,,,225.0,
,,,,,,
,,,,,,
22.0,,,,,,22.0
607.0,,,,,15.0,592.0
2.0,,,,,2.0,
34.0,,,,,34.0,
29.0,,,,,,29.0
328.0,,,,,58.0,270.0
124.0,,,,,50.0,75.0
,,,,,,
,,,,,,
1801.0,,,123.0,,1677.0,2.0
3609.0,,,351.0,,3258.0,
1415.0,496.0,40.0,15.0,,544.0,320.0
633.0,,,63.0,,570.0,
1325.0,1020.0,14.0,85.0,,206.0,
,,,,,,
185.0,148.0,4.0,9.0,,24.0,
,,,,,,
,,,,,,
117.0,,,4.0,,116.0,
425.0,,61.0,21.0,,343.0,
1136.0,,,57.0,,1079.0,
43.0,,,,43.0,,
52.0,,,5.0,,46.0,
1.0,,,,,1.0,
126.0,,,4.0,,122.0,
,,,,,,
1.0,,,,,,1.0
68.0,,2.0,2.0,,64.0,
1914.0,,,,,1372.0,541.0
1673.0,62.0,,,,1501.0,110.0
15.0,,,,,15.0,
,,,,,,
5.0,,,,,5.0,
620.0,,26.0,62.0,,532.0,
,,,,,,
,,,,,,
19596.0,7882.0,556.0,576.0,2753.0,7073.0,757.0
200.0,,10.0,4.0,165.0,21.0,
215.0,118.0,8.0,11.0,,78.0,
31.0,,,,,31.0,
787.0,,,,,787.0,
9650.0,,395.0,483.0,8076.0,97.0,600.0
857.0,,16.0,,769.0,71.0,
32.0,,,,,32.0,
,,,,,,
48.0,,,,,48.0,
263.0,,,,,263.0,
621.0,,,19.0,,602.0,
1197.0,,,33.0,,1165.0,
1.0,,,,,1.0,
4.0,,,,,4.0,
2.0,,,,,3.0,
2.0,,,,,3.0,
,,,,,,
1.0,,,,,,1.0
,,,,,,
2.0,,,,,2.0,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
4.0,,,,,4.0,
2.0,,,,,2.0,
139.0,,,,,139.0,
90.0,,,5.0,,84.0,2.0
4.0,,,,,4.0,
36.0,,,,,36.0,
2.0,,,,,2.0,
1.0,,,,,1.0,
22.0,,,,,4.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
73.0,,,2.0,,72.0,
,,,,,,
,,,,,,
2.0,,,,2.0,,
,,,,,,
2.0,,,,,2.0,
,,,,,,
4.0,,,,,4.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
10.0,,,,,10.0,
,,,,,,
1.0,,,,,,1.0
182.0,6.0,,7.0,,168.0,
48.0,,,2.0,,45.0,
20.0,,2.0,1.0,,18.0,
,,,,,,
161.0,41.0,1.0,17.0,,100.0,2.0
,,,,,,
41.0,,5.0,2.0,,34.0,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
5.0,,1.0,,,4.0,
14.0,,,,,14.0,
,,,,,,
22.0,,,,,22.0,
56.0,,,,55.0,,1.0
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
12.0,,,,,12.0,
,,,,,,
,,,,,,
1.0,1.0,,,,,
,,,,,,
3.0,,,,,3.0,
1.0,,,,,1.0,
14.0,5.0,,,,8.0,
1.0,,,,,1.0,
49.0,,,,,49.0,
38.0,,,,,37.0,1.0
350.0,,,70.0,,280.0,
13.0,,,1.0,,12.0,
15.0,,,,,15.0,1.0
,,,,,,
,,,,,,
7.0,,,,1.0,6.0,
46.0,,,,,46.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
19.0,,,,,19.0,
5.0,,,,,5.0,
9.0,,,,,9.0,
10.0,,,,,10.0,
28.0,,,,,28.0,
5.0,,,,,6.0,
10.0,,,,,10.0,
4.0,,,,,4.0,
11.0,,,,,11.0,
1.0,,,,,1.0,
-6.0,,,,,,
8.0,,,,,8.0,
66.0,,,12.0,,54.0,
,,,,,,
66.0,,2.0,5.0,45.0,14.0,
19.0,8.0,,,,11.0,
6.0,,,4.0,,2.0,
40.0,3.0,,10.0,,26.0,
1.0,,,,,1.0,
79.0,,,,,79.0,
175.0,,,4.0,,171.0,
17.0,,,,,17.0,
,,,,,,
1.0,,,1.0,,1.0,
,,,,,,
,,,,,,
6.0,,,,1.0,5.0,
3.0,,,,,3.0,
,,,,,,
,,,,,,
,,,,,,
27.0,,,,,27.0,
2.0,,,,,2.0,
15.0,,,2.0,,28.0,
,,,,,,
1.0,,,,,1.0,
1.0,,,,1.0,,
,,,,,,
19.0,2.0,,,,6.0,11.0
208.0,,9.0,11.0,,130.0,59.0
7.0,,,,,5.0,2.0
,,,,,,
5.0,,,,,5.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
,,,,,,
43.0,,,,,20.0,23.0
2.0,,,,,,2.0
34.0,,,,,24.0,9.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
623.0,17.0,,47.0,,518.0,41.0
37.0,,,3.0,,36.0,
,,,,,,
262.0,128.0,,28.0,,66.0,40.0
659.0,30.0,21.0,135.0,,417.0,56.0
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,4.0,
,,,,,,
35.0,,4.0,1.0,,30.0,
23.0,,,2.0,,20.0,
,,,,,,
50.0,,,15.0,,34.0,
17.0,,,,17.0,,
3.0,,,,3.0,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
-1.0,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
26.0,6.0,,,,20.0,
,,,,,,
90.0,,,,,89.0,
43.0,,1.0,4.0,,38.0,
148.0,63.0,,24.0,,29.0,32.0
2.0,,,,,2.0,
292.0,,2.0,5.0,,263.0,22.0
,,,,,,
7.0,,,,7.0,,
89.0,70.0,1.0,9.0,,9.0,
345.0,,,3.0,,224.0,118.0
11.0,,,,5.0,5.0,
7041.0,,,,6930.0,,111.0
,,,,,,
,,,,,,
35.0,,,5.0,,30.0,
,,,,,,
29.0,,,,,29.0,
21.0,,,,,21.0,
130.0,,,,,130.0,
3.0,,,,,3.0,
1.0,,,,,1.0,
,,,,,,
52.0,,,,,52.0,
,,,,,,
,,,,,,
3.0,,,,,3.0,
,,,,,,
232.0,,33.0,7.0,71.0,121.0,
,,,,,,
4.0,,,,,4.0,
14.0,,,,,14.0,
8.0,,,,,8.0,
87.0,,,1.0,,85.0,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
22.0,,,,,22.0,
,,,,,,
,,,,,,
10.0,,,,,9.0,
39.0,,,4.0,,35.0,
1.0,,,,,1.0,
,,,,,,
492.0,,,30.0,,462.0,
,,,,,,
,,,,,,
6.0,,,,6.0,,
8.0,,,,,8.0,
13.0,,,,,13.0,
8.0,,,,,8.0,
1.0,,,,,,1.0
29.0,,,,,29.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
48.0,,,,,43.0,5.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1122.0,,,71.0,,1051.0,
592.0,,,10.0,,582.0,
1625.0,246.0,228.0,410.0,,641.0,100.0
161.0,,,16.0,,145.0,
71.0,,,3.0,,67.0,
,,,,,,
3322.0,332.0,110.0,399.0,,2481.0,
,,,,,,
,,,,,,
2.0,,,,,2.0,
9.0,,2.0,2.0,,5.0,
306.0,,,40.0,,266.0,
,,,,,,
4.0,,,,,4.0,
7.0,,,,1.0,6.0,
,,,,,,
